; CSV, generated by libsigrok4DSL 0.2.0 on Wed Apr 17 14:33:03 2019
; Channels (3/16)
; Sample rate: 1 MHz
; Sample count: 9.562816M Samples
Time(s), 0: RX, 1: TX, 2: DE
5.133246,1,1,0
5.13335,0,1,0
5.134286,1,1,0
5.13439,0,1,0
5.135327,1,1,0
5.135431,0,1,0
5.135535,1,1,0
5.135639,0,1,0
5.136367,1,1,0
5.136471,0,1,0
5.136679,1,1,0
5.136783,0,1,0
5.137199,1,1,0
5.137303,0,1,0
5.137407,1,1,0
5.137511,0,1,0
5.137719,1,1,0
5.137823,0,1,0
5.138239,1,1,0
5.138343,0,1,0
5.138447,1,1,0
5.138551,0,1,0
5.138759,1,1,0
5.138863,0,1,0
5.139487,1,1,0
5.139591,0,1,0
5.140111,1,1,0
5.140215,0,1,0
5.14032,1,1,0
5.140424,0,1,0
5.140528,1,1,0
5.140632,0,1,0
5.140736,1,1,0
5.141048,0,1,0
5.14136,1,1,0
5.141464,0,1,0
5.141568,1,1,0
5.141672,0,1,0
5.141776,1,1,0
5.142712,0,1,0
5.14292,1,1,0
5.143024,0,1,0
5.143648,1,1,0
5.143752,0,1,0
5.144168,1,1,0
5.144272,0,1,0
5.144376,1,1,0
5.14448,0,1,0
5.144688,1,1,0
5.144792,0,1,0
5.145104,1,1,0
5.145208,0,1,0
5.145729,1,1,0
5.145833,0,1,0
5.146769,1,1,0
5.146873,0,1,0
5.147809,1,1,0
5.147913,0,1,0
5.148849,1,1,0
5.148953,0,1,0
5.149889,1,1,0
5.149993,0,1,0
5.150097,1,1,0
5.150201,0,1,0
5.150409,1,1,0
5.150513,0,1,0
5.150617,1,1,0
5.150721,0,1,0
5.150929,1,1,0
5.151033,0,1,0
5.151138,1,1,0
5.151346,0,1,0
5.15145,1,1,0
5.151554,0,1,0
5.15197,1,1,0
5.152074,0,1,0
5.152178,1,1,0
5.152386,0,1,0
5.15301,1,1,0
5.153114,0,1,0
5.153218,1,1,0
5.153426,0,1,0
5.15353,1,1,0
5.153634,0,1,0
5.153738,1,1,0
5.153842,0,1,0
5.153946,1,1,0
5.154155,0,1,0
5.154168,1,1,0
5.604765,0,1,0
5.604869,1,1,0
5.605805,0,1,0
5.606741,1,1,0
5.606845,0,1,0
5.606949,1,1,0
5.607885,0,1,0
5.607989,1,1,0
5.608093,0,1,0
5.608197,1,1,0
5.608302,0,1,0
5.60851,1,1,0
5.608614,0,1,0
5.608718,1,1,0
5.608926,0,1,0
5.609862,1,1,0
5.609966,0,1,0
5.610486,1,1,0
5.61059,0,1,0
5.610798,1,1,0
5.611006,0,1,0
5.611526,1,1,0
5.61163,0,1,0
5.611942,1,1,0
5.612046,0,1,0
5.612254,1,1,0
5.612358,0,1,0
5.612566,1,1,0
5.61267,0,1,0
5.612774,1,1,0
5.613086,0,1,0
5.61319,1,1,0
5.613294,0,1,0
5.614023,1,1,0
5.614127,0,1,0
5.614335,1,1,0
5.614439,0,1,0
5.614647,1,1,0
5.614751,0,1,0
5.614855,1,1,0
5.615167,0,1,0
5.615375,1,1,0
5.615479,0,1,0
5.616103,1,1,0
5.616207,0,1,0
5.616415,1,1,0
5.616519,0,1,0
5.616623,1,1,0
5.616727,0,1,0
