ID,Time[s],1:UART: RX/TX
1195,9.15608,1D
1196,9.15691,Stop bit
1197,9.15702,Start bit
1198,9.15712,0F
1199,9.15795,Stop bit
1200,9.15806,Start bit
1201,9.15816,19
1202,9.15899,Stop bit
1203,9.1591,Start bit
1204,9.1592,20
1205,9.16003,Stop bit
1206,9.16014,Start bit
1207,9.16024,00
1208,9.16108,Stop bit
1209,9.16118,Start bit
1210,9.16128,00
1211,9.16212,Stop bit
1212,9.16222,Start bit
1213,9.16232,00
1214,9.16316,Stop bit
1215,9.16326,Start bit
1216,9.16336,00
1217,9.1642,Stop bit
1218,9.1643,Start bit
1219,9.1644,00
1220,9.16524,Stop bit
1221,9.16534,Start bit
1222,9.16544,00
1223,9.16628,Stop bit
1224,9.16638,Start bit
1225,9.16648,00
1226,9.16732,Stop bit
1227,9.16742,Start bit
1228,9.16752,00
1229,9.16836,Stop bit
1230,9.16846,Start bit
1231,9.16856,00
1232,9.1694,Stop bit
1233,9.1695,Start bit
1234,9.1696,00
1235,9.17044,Stop bit
1236,9.17054,Start bit
1237,9.17064,01
1238,9.17148,Stop bit
1239,9.17158,Start bit
1240,9.17168,42
1241,9.17252,Stop bit
1242,9.17262,Start bit
1243,9.17272,42
1244,9.17356,Stop bit
1245,9.17366,Start bit
1246,9.17376,02
1247,9.1746,Stop bit
1248,9.1747,Start bit
1249,9.1748,50
1250,9.17564,Stop bit
1251,9.17574,Start bit
1252,9.17584,48
1253,9.17668,Stop bit
1254,9.17678,Start bit
1255,9.17689,FF
1256,9.17772,Stop bit
1257,9.17782,Start bit
1258,9.17793,02
1259,9.17876,Stop bit
1260,9.17886,Start bit
1261,9.17897,28
1262,9.1798,Stop bit
1263,9.1799,Start bit
1264,9.18001,04
1265,9.18084,Stop bit
1266,9.18094,Start bit
1267,9.18105,00
1268,9.18188,Stop bit
1269,9.18198,Start bit
1270,9.18209,00
1271,9.18292,Stop bit
1272,9.18302,Start bit
1273,9.18313,00
1274,9.18396,Stop bit
1275,9.18406,Start bit
1276,9.18417,00
1277,9.185,Stop bit
1278,9.1851,Start bit
1279,9.18521,29
1280,9.18604,Stop bit
1281,9.18614,Start bit
1282,9.18625,0B
1283,9.18708,Stop bit
1284,9.18718,Start bit
1285,9.18729,03
1286,9.18812,Stop bit
1287,9.18822,Start bit
1288,9.18833,AC
1289,9.18916,Stop bit
1290,9.18926,Start bit
1291,9.18937,FF
1292,9.1902,Stop bit
1293,9.6482,Start bit
1294,9.6483,FF
1295,9.64913,Stop bit
1296,9.64924,Start bit
1297,9.64934,00
1298,9.65017,Stop bit
1299,9.65028,Start bit
1300,9.65038,FF
1301,9.65121,Stop bit
1302,9.65132,Start bit
1303,9.65142,A5
1304,9.65225,Stop bit
1305,9.65236,Start bit
1306,9.65246,00
1307,9.65329,Stop bit
1308,9.6534,Start bit
1309,9.6535,90
1310,9.65433,Stop bit
1311,9.65444,Start bit
1312,9.65454,10
1313,9.65537,Stop bit
1314,9.65548,Start bit
1315,9.65558,D2
1316,9.65641,Stop bit
1317,9.65652,Start bit
1318,9.65662,01
1319,9.65745,Stop bit
1320,9.65756,Start bit
1321,9.65766,D2
1322,9.6585,Stop bit
1323,9.6586,Start bit
1324,9.6587,02
1325,9.65953,Stop bit
1326,9.65964,Start bit
1327,9.65974,EA
1328,9.66057,Stop bit
1329,9.66068,Start bit
1330,9.66078,FF
1331,9.66162,Stop bit
